Nr,TID,PID,x [micron],y [micron],t [sec],I [val],Len [micron],D2S [micron],D2R [micron],D2P [micron],v [micron/sec],α [deg],Δα [deg]
627,26,23,415.179,105.785,38401.383,11,352.025,328.621,NA,4.101,0.014,-56.31,-54.107
628,26,24,500.49,83.036,38701.394,14,440.317,410.076,NA,88.292,0.294,-14.931,41.379
629,26,25,522.102,81.898,39001.404,20,461.959,431.504,NA,21.642,0.072,-3.013,11.919
630,26,26,547.126,68.249,39301.415,15,490.464,455.559,NA,28.505,0.095,-28.61,-25.598
631,26,27,564.188,46.637,39601.426,12,518,472.054,NA,27.535,0.092,-51.71,-23.099
632,26,28,575.563,34.124,39901.437,44,534.91,483.561,NA,16.91,0.056,-47.726,3.984
633,27,1,162.659,220.67,30001.08,10,0,0,NA,NA,NA,NA,NA
634,27,2,184.271,220.67,30301.091,20,21.612,21.612,NA,21.612,0.072,0,NA
635,27,3,184.271,220.67,30601.102,17,21.612,21.612,NA,0,0,0,0
636,27,4,191.096,220.67,30901.113,11,28.437,28.437,NA,6.825,0.023,0,0
637,27,5,203.608,227.495,31201.124,19,42.689,41.514,NA,14.253,0.048,28.61,28.61
638,27,6,208.158,240.008,31501.134,7,56.003,49.438,NA,13.314,0.044,70.017,41.406
639,27,7,208.158,240.008,31801.145,10,56.003,49.438,NA,0,0,0,-70.017
640,27,8,233.183,244.557,32101.156,4,81.438,74.459,NA,25.435,0.085,10.305,10.305
641,27,9,266.17,244.557,32401.167,15,114.425,106.231,NA,32.987,0.11,0,-10.305
642,27,10,286.644,262.757,32701.178,31,141.819,130.933,NA,27.394,0.091,41.634,41.634
643,27,11,298.019,270.719,33001.188,26,155.704,144.316,NA,13.885,0.046,34.992,-6.642
644,27,12,310.531,284.369,33301.199,16,174.22,161.008,NA,18.517,0.062,47.49,12.498
645,27,13,317.356,299.156,33601.21,9,190.507,173.468,NA,16.286,0.054,65.225,17.735
646,27,14,320.768,324.181,33901.221,12,215.763,188.979,NA,25.256,0.084,82.235,17.01
647,27,15,329.868,335.556,34201.232,12,230.329,202.873,NA,14.567,0.049,51.34,-30.895
648,27,16,336.693,350.343,34501.242,8,246.616,217.032,NA,16.286,0.054,65.225,13.885
649,27,17,338.968,354.893,34801.253,19,251.703,221.586,NA,5.087,0.017,63.435,-1.79
650,27,18,338.968,370.817,35101.264,7,267.627,231.579,NA,15.925,0.053,90,26.565
651,27,19,353.755,383.33,35401.275,15,286.998,250.95,NA,19.371,0.065,40.236,-49.764
652,27,20,358.305,385.605,35701.286,7,292.085,255.892,NA,5.087,0.017,26.565,-13.671
653,27,21,368.542,403.804,36001.296,12,312.966,275.547,NA,20.881,0.07,60.642,34.077
654,27,22,373.092,410.629,36301.307,9,321.168,283.49,NA,8.202,0.027,56.31,-4.332
655,27,23,373.092,410.629,36601.318,10,321.168,283.49,NA,0,0,0,-56.31
656,27,24,381.055,423.141,36901.329,6,335.999,297.81,NA,14.831,0.049,57.529,57.529
657,27,25,383.33,431.104,37201.34,8,344.28,304.922,NA,8.281,0.028,74.055,16.526
658,27,26,383.33,431.104,37501.35,15,344.28,304.922,NA,0,0,0,-74.055
659,27,27,399.254,432.241,37801.361,8,360.246,317.395,NA,15.965,0.053,4.086,4.086
660,28,1,63.699,191.096,26400.951,12,0,0,NA,NA,NA,NA,NA
661,28,2,75.073,180.859,26700.961,11,15.303,15.303,NA,15.303,0.051,-41.987,NA
662,28,3,87.586,180.859,27000.972,16,27.815,25.988,NA,12.512,0.042,0,41.987
663,28,4,92.136,171.759,27300.983,7,37.989,34.389,NA,10.174,0.034,-63.435,-63.435
664,28,5,92.136,171.759,27600.994,20,37.989,34.389,NA,0,0,0,63.435
665,28,6,117.16,161.522,27901.005,7,65.027,61.096,NA,27.038,0.09,-22.249,-22.249
666,28,7,158.109,136.497,28201.016,28,113.017,109.061,NA,47.99,0.16,-31.43,-9.181
667,28,8,158.109,121.71,28501.026,18,127.804,117.166,NA,14.787,0.049,-90,-58.57
668,28,9,158.109,121.71,28801.037,9,127.804,117.166,NA,0,0,0,90
669,28,10,169.484,121.71,29101.048,7,139.179,126.511,NA,11.375,0.038,0,0
670,28,11,177.446,120.573,29401.059,13,147.222,133.836,NA,8.043,0.027,-8.13,-8.13
671,28,12,201.333,120.573,29701.07,10,171.109,154.651,NA,23.887,0.08,0,8.13
672,28,13,224.083,120.573,30001.08,11,193.859,175.205,NA,22.75,0.076,0,0
673,28,14,224.083,120.573,30301.091,25,193.859,175.205,NA,0,0,0,0
674,28,15,224.083,120.573,30601.102,12,193.859,175.205,NA,0,0,0,0
675,28,16,228.633,117.16,30901.113,7,199.546,180.748,NA,5.687,0.019,-36.87,-36.87
676,28,17,228.633,117.16,31201.124,11,199.546,180.748,NA,0,0,0,36.87
677,28,18,226.358,130.81,31501.134,10,213.384,173.472,NA,13.838,0.046,99.462,99.462
678,28,19,222.945,131.947,31801.145,10,216.981,169.877,NA,3.597,0.012,161.565,62.103
679,28,20,214.983,142.185,32101.156,10,229.95,158.995,NA,12.969,0.043,127.875,-33.69
680,28,21,222.945,142.185,32401.167,9,237.913,166.589,NA,7.962,0.027,0,-127.875
681,28,22,222.945,152.422,32701.178,8,248.15,163.876,NA,10.237,0.034,90,90
682,28,23,237.733,152.422,33001.188,12,262.937,178.279,NA,14.787,0.049,0,-90
683,28,24,251.382,152.422,33301.199,11,276.587,191.627,NA,13.65,0.045,0,0
684,28,25,276.407,137.635,33601.21,10,305.654,219.324,NA,29.067,0.097,-30.579,-30.579
685,28,26,286.644,144.46,33901.221,6,317.957,227.771,NA,12.304,0.041,33.69,64.269
686,28,27,304.844,144.46,34201.232,32,336.157,245.613,NA,18.2,0.061,0,-33.69
687,28,28,304.844,144.46,34501.242,16,336.157,245.613,NA,0,0,0,0
688,28,29,324.181,144.46,34801.253,7,355.494,264.624,NA,19.337,0.064,0,0
689,28,30,352.618,144.46,35101.264,16,383.931,292.659,NA,28.437,0.095,0,0
690,28,31,371.955,144.46,35401.275,12,403.268,311.764,NA,19.337,0.064,0,0
691,28,32,394.704,141.047,35701.286,17,426.272,334.768,NA,23.004,0.077,-8.531,-8.531
692,28,33,402.667,131.947,36001.296,9,438.364,344.09,NA,12.092,0.04,-48.814,-40.283
693,28,34,415.179,131.947,36301.307,10,450.876,356.422,NA,12.512,0.042,0,48.814
694,29,1,209.296,293.469,21900.789,7,0,0,NA,NA,NA,NA,NA
695,29,2,220.67,293.469,22200.799,22,11.375,11.375,NA,11.375,0.038,0,NA
696,29,3,235.458,293.469,22500.81,4,26.162,26.162,NA,14.787,0.049,0,0
697,29,4,265.032,293.469,22800.821,10,55.736,55.736,NA,29.574,0.099,0,0
698,29,5,265.032,293.469,23100.832,15,55.736,55.736,NA,0,0,0,0
699,29,6,265.032,285.507,23400.843,5,63.699,56.302,NA,7.962,0.027,-90,-90
700,29,7,263.895,293.469,23700.853,14,71.742,54.599,NA,8.043,0.027,98.13,-171.87
701,29,8,266.17,293.469,24000.864,11,74.017,56.874,NA,2.275,0.008,0,-98.13
702,29,9,286.644,293.469,24300.875,17,94.491,77.348,NA,20.475,0.068,0,0
703,29,10,301.431,293.469,24600.886,9,109.279,92.136,NA,14.787,0.049,0,0
704,29,11,301.431,293.469,24900.897,10,109.279,92.136,NA,0,0,0,0
705,29,12,304.844,304.844,25200.907,14,121.154,96.223,NA,11.876,0.04,73.301,73.301
706,29,13,321.906,304.844,25500.918,18,138.216,113.183,NA,17.062,0.057,0,-73.301
707,29,14,343.518,298.019,25800.929,19,160.88,134.299,NA,22.664,0.076,-17.526,-17.526
708,29,15,343.518,298.019,26100.94,12,160.88,134.299,NA,0,0,0,17.526
709,29,16,359.443,298.019,26400.951,21,176.805,150.216,NA,15.925,0.053,0,0
710,29,17,367.405,309.394,26700.961,20,190.69,158.909,NA,13.885,0.046,55.008,55.008
711,29,18,367.405,309.394,27000.972,12,190.69,158.909,NA,0,0,0,-55.008
712,29,19,374.23,309.394,27300.983,17,197.515,165.701,NA,6.825,0.023,0,0
713,29,20,378.78,309.394,27600.994,7,202.065,170.231,NA,4.55,0.015,0,0
714,29,21,389.017,309.394,27901.005,16,212.302,180.425,NA,10.237,0.034,0,0
715,30,1,361.718,241.145,25800.929,11,0,0,NA,NA,NA,NA,NA
716,30,2,367.405,249.107,26100.94,9,9.785,9.785,NA,9.785,0.033,54.462,NA
717,30,3,374.23,250.245,26400.951,6,16.704,15.471,NA,6.919,0.023,9.462,-45
718,30,4,374.23,250.245,26700.961,8,16.704,15.471,NA,0,0,0,-9.462
719,30,5,374.23,254.795,27000.972,13,21.254,18.517,NA,4.55,0.015,90,90
720,30,6,374.23,254.795,27300.983,10,21.254,18.517,NA,0,0,0,-90
721,30,7,375.367,260.482,27600.994,4,27.054,23.669,NA,5.8,0.019,78.69,78.69
722,30,8,412.904,270.719,27901.005,19,65.962,59.116,NA,38.908,0.13,15.255,-63.435
723,30,9,420.866,270.719,28201.016,12,73.924,66.13,NA,7.962,0.027,0,-15.255
724,30,10,422.004,290.057,28501.026,11,93.294,77.632,NA,19.371,0.065,86.634,86.634
725,30,11,440.203,300.294,28801.037,16,114.176,98.278,NA,20.881,0.07,29.358,-57.276
726,30,12,443.616,301.431,29101.048,21,117.773,101.694,NA,3.597,0.012,18.435,-10.923
727,30,13,445.891,301.431,29401.059,9,120.048,103.535,NA,2.275,0.008,0,-18.435
728,30,14,445.891,301.431,29701.07,11,120.048,103.535,NA,0,0,0,0
729,30,15,457.266,310.531,30001.08,10,134.614,118.084,NA,14.567,0.049,38.66,38.66
730,31,1,363.992,13.65,24900.897,6,0,0,NA,NA,NA,NA,NA
731,31,2,363.992,23.887,25200.907,22,10.237,10.237,NA,10.237,0.034,90,NA
732,31,3,375.367,23.887,25500.918,10,21.612,15.303,NA,11.375,0.038,0,-90
733,31,4,393.567,39.812,25800.929,5,45.795,39.485,NA,24.183,0.081,41.186,41.186
734,31,5,423.141,62.561,26100.94,12,83.107,76.752,NA,37.312,0.124,37.569,-3.617
735,31,6,442.478,73.936,26400.951,8,105.542,98.967,NA,22.435,0.075,30.466,-7.103
736,31,7,483.428,106.923,26700.961,8,158.125,151.541,NA,52.583,0.175,38.853,8.388
737,31,8,487.977,121.71,27000.972,19,173.596,164.467,NA,15.471,0.052,72.897,34.044
738,31,9,503.902,111.473,27300.983,13,192.527,170.716,NA,18.931,0.063,-32.735,-105.632
739,31,10,526.652,111.473,27600.994,7,215.277,189.809,NA,22.75,0.076,0,32.735
740,31,11,558.501,113.748,27901.005,28,247.207,218.754,NA,31.93,0.106,4.086,4.086
741,31,12,569.876,121.71,28201.016,7,261.092,232.519,NA,13.885,0.046,34.992,30.906
742,31,13,571.013,144.46,28501.026,8,283.87,244.885,NA,22.778,0.076,87.138,52.146
743,31,14,580.113,169.484,28801.037,13,310.498,266.444,NA,26.628,0.089,70.017,-17.121
744,32,1,249.107,14.787,23100.832,11,0,0,NA,NA,NA,NA,NA
745,32,2,257.07,21.612,23400.843,11,10.487,10.487,NA,10.487,0.035,40.601,NA
746,32,3,260.482,21.612,23700.853,6,13.899,13.265,NA,3.412,0.011,0,-40.601
747,32,4,280.957,35.262,24000.864,15,38.507,37.863,NA,24.607,0.082,33.69,33.69
748,32,5,284.369,47.774,24300.875,12,51.476,48.286,NA,12.969,0.043,74.745,41.055
749,32,6,290.057,47.774,24600.886,8,57.163,52.583,NA,5.687,0.019,0,-74.745
750,32,7,290.057,39.812,24900.897,11,65.126,47.99,NA,7.962,0.027,-90,-90
751,32,8,283.232,39.812,25200.907,18,71.951,42.317,NA,6.825,0.023,180,-90
752,32,9,283.232,39.812,25500.918,8,71.951,42.317,NA,0,0,0,-180
753,32,10,303.706,39.812,25800.929,6,92.425,60.06,NA,20.475,0.068,0,0
754,32,11,316.218,46.637,26100.94,12,106.678,74.285,NA,14.253,0.048,28.61,28.61
755,32,12,345.793,46.637,26400.951,10,136.252,101.796,NA,29.574,0.099,0,-28.61
756,32,13,377.642,47.774,26700.961,15,168.122,132.7,NA,31.87,0.106,2.045,2.045
757,32,14,406.079,65.974,27000.972,20,201.884,165.107,NA,33.762,0.113,32.619,30.574
758,32,15,420.866,80.761,27300.983,12,222.796,183.994,NA,20.912,0.07,45,12.381
759,32,16,440.203,84.173,27600.994,2,242.432,203.303,NA,19.636,0.065,10.008,-34.992
760,32,17,508.452,103.51,27901.005,18,313.367,274.101,NA,70.935,0.236,15.819,5.811
761,32,18,526.652,103.51,28201.016,18,331.567,291.381,NA,18.2,0.061,0,-15.819
762,32,19,543.714,103.51,28501.026,17,348.629,307.676,NA,17.062,0.057,0,0
763,32,20,560.776,105.785,28801.037,7,365.842,324.681,NA,17.213,0.057,7.595,7.595
764,33,1,89.861,34.124,32701.178,18,0,0,NA,NA,NA,NA,NA
765,33,2,92.136,37.537,33001.188,12,4.101,4.101,NA,4.101,0.014,56.31,NA
766,33,3,92.136,43.224,33301.199,8,9.789,9.38,NA,5.687,0.019,90,33.69
767,33,4,92.136,43.224,33601.21,13,9.789,9.38,NA,0,0,0,-90
768,33,5,92.136,43.224,33901.221,39,9.789,9.38,NA,0,0,0,0
769,33,6,97.823,53.461,34201.232,26,21.5,20.912,NA,11.711,0.039,60.945,60.945
770,33,7,97.823,53.461,34501.242,27,21.5,20.912,NA,0,0,0,-60.945
771,33,8,97.823,65.974,34801.253,21,34.012,32.83,NA,12.512,0.042,90,90
772,33,9,97.823,72.798,35101.264,10,40.837,39.485,NA,6.825,0.023,90,0
773,33,10,97.823,72.798,35401.275,13,40.837,39.485,NA,0,0,0,-90
774,33,11,104.648,80.761,35701.286,15,51.324,48.925,NA,10.487,0.035,49.399,49.399
775,33,12,104.648,89.861,36001.296,27,60.424,57.665,NA,9.1,0.03,90,40.601
776,33,13,104.648,89.861,36301.307,12,60.424,57.665,NA,0,0,0,-90
777,33,14,105.785,104.648,36601.318,11,75.254,72.299,NA,14.831,0.049,85.601,85.601
778,33,15,105.785,118.298,36901.329,10,88.904,85.666,NA,13.65,0.045,90,4.399
779,33,16,105.785,118.298,37201.34,11,88.904,85.666,NA,0,0,0,-90
780,33,17,113.748,128.535,37501.35,13,101.873,97.386,NA,12.969,0.043,52.125,52.125
781,33,18,113.748,128.535,37801.361,11,101.873,97.386,NA,0,0,0,-52.125
782,33,19,113.748,141.047,38101.372,12,114.386,109.559,NA,12.512,0.042,90,90
783,33,20,126.26,142.185,38401.383,12,126.949,114.026,NA,12.564,0.042,5.194,-84.806
784,33,21,126.26,151.284,38701.394,12,136.049,122.684,NA,9.1,0.03,90,84.806
785,33,22,126.26,153.559,39001.404,8,138.324,124.858,NA,2.275,0.008,90,0
786,33,23,121.71,153.559,39301.415,11,142.874,123.609,NA,4.55,0.015,180,90
787,33,24,121.71,153.559,39601.426,12,142.874,123.609,NA,0,0,0,-180
788,33,25,121.71,154.697,39901.437,8,144.012,124.708,NA,1.137,0.004,90,90
789,33,26,113.748,153.559,40201.448,4,152.055,121.8,NA,8.043,0.027,-171.87,98.13
790,33,27,113.748,153.559,40501.458,9,152.055,121.8,NA,0,0,0,171.87
